patient_id,image_id,pixel_foreground,total_pixel
0687.jpg,0687.jpg,25348,171496
0649.jpg,0649.jpg,23676,138000
0818.jpg,0818.jpg,8743,91455
0810.jpg,0810.jpg,34807,89590
0760.jpg,0760.jpg,13706,148056
0724.jpg,0724.jpg,59496,108891
0624.jpg,0624.jpg,983,135379
0799.jpg,0799.jpg,90549,167739
0655.jpg,0655.jpg,64007,131200
0728.jpg,0728.jpg,10671,121590
0653.jpg,0653.jpg,3477,37584
0646.jpg,0646.jpg,8160,163114
0740.jpg,0740.jpg,24016,171612
0666.jpg,0666.jpg,47114,105678
0695.jpg,0695.jpg,19374,161280
0739.jpg,0739.jpg,10039,201212
0662.jpg,0662.jpg,50634,126224
0668.jpg,0668.jpg,2303,84197
0766.jpg,0766.jpg,36600,85228
0783.jpg,0783.jpg,59489,121910
0645.jpg,0645.jpg,2343,159094
0694.jpg,0694.jpg,21989,142104
0648.jpg,0648.jpg,39274,136125
0660.jpg,0660.jpg,15703,72090
0776.jpg,0776.jpg,17341,75561
0789.jpg,0789.jpg,9083,94284
0711.jpg,0711.jpg,4566,129276
0722.jpg,0722.jpg,15885,147420
0659.jpg,0659.jpg,6709,71554
0775.jpg,0775.jpg,29780,138288
0753.jpg,0753.jpg,16461,82908
0990.jpg,0990.jpg,41269,91930
0950.jpg,0950.jpg,25016,136940
0981.jpg,0981.jpg,57564,148519
0994.jpg,0994.jpg,6736,158592
0839.jpg,0839.jpg,4516,85263
0870.jpg,0870.jpg,5384,94466
0925.jpg,0925.jpg,17380,114534
0909.jpg,0909.jpg,31912,92829
0832.jpg,0832.jpg,7613,117000
1012.jpg,1012.jpg,15555,65926
0882.jpg,0882.jpg,10973,63392
0985.jpg,0985.jpg,7835,105190
1016.jpg,1016.jpg,38680,98371
0846.jpg,0846.jpg,52057,171456
0849.jpg,0849.jpg,37087,117490
0936.jpg,0936.jpg,16209,92538
0977.jpg,0977.jpg,17339,115784
0968.jpg,0968.jpg,84602,129408
0855.jpg,0855.jpg,10806,225810
0865.jpg,0865.jpg,6669,81810
1001.jpg,1001.jpg,10113,136041
0991.jpg,0991.jpg,62167,98530
0916.jpg,0916.jpg,20746,106760
0884.jpg,0884.jpg,7178,107440
0901.jpg,0901.jpg,4118,80040
0893.jpg,0893.jpg,28533,95448
0962.jpg,0962.jpg,33087,136120
0965.jpg,0965.jpg,4825,52208
0838.jpg,0838.jpg,2782,90792
0914.jpg,0914.jpg,2325,107756
0859.jpg,0859.jpg,48061,111090
1023.jpg,1023.jpg,29287,117633
0869.jpg,0869.jpg,3498,106492
0835.jpg,0835.jpg,4066,125400
0872.jpg,0872.jpg,16483,117000
0954.jpg,0954.jpg,47862,141368
0854.jpg,0854.jpg,4282,191090
0912.jpg,0912.jpg,8162,145486
0889.jpg,0889.jpg,19284,87532
0840.jpg,0840.jpg,47767,91396
0945.jpg,0945.jpg,6348,156114
0963.jpg,0963.jpg,3441,133008
1004.jpg,1004.jpg,1223,156563
0982.jpg,0982.jpg,23549,102258
0923.jpg,0923.jpg,34379,110864
0999.jpg,0999.jpg,5036,139855
0868.jpg,0868.jpg,3553,81012
1019.jpg,1019.jpg,8652,117656
0972.jpg,0972.jpg,23991,123804
0978.jpg,0978.jpg,23113,115564
1018.jpg,1018.jpg,24614,81000
0983.jpg,0983.jpg,15443,105840
0896.jpg,0896.jpg,26216,182589
